Order ID,Order Date,CustomerName,State,City,Order ID.1,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,Year,Month,Quarter,Day,Weekday,Profit_Margin_%,Avg_Price,Order_Type,Profit_Status,Customer_Total_Spend,Total_Orders,Customer_Total_Profit,Customer_Segment,Profit_Category,Average_Customer_Spend,Estimated_CLV,Discount_Impact,Sales_Performance
Unknown,,Unknown,Unknown,Unknown,B-25792,74,-25,3,Clothing,Stole,COD,,,,,,-33.78,24.67,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25808,146,-63,3,Electronics,Electronic Games,Debit Card,,,,,,-43.15,48.67,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25750,73,-31,1,Furniture,Bookcases,COD,,,,,,-42.47,73.0,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-26051,80,22,3,Clothing,Stole,UPI,,,,,,27.5,26.67,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-26076,133,46,5,Clothing,Shirt,EMI,,,,,,34.59,26.6,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25946,146,7,2,Electronics,Phones,Debit Card,,,,,,4.79,73.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25648,130,-41,4,Clothing,Saree,EMI,,,,,,-31.54,32.5,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25992,141,41,3,Clothing,Shirt,UPI,,,,,,29.08,47.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25848,147,21,3,Furniture,Furnishings,Debit Card,,,,,,14.29,49.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25697,73,-7,1,Electronics,Phones,COD,,,,,,-9.59,73.0,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25659,148,72,7,Clothing,T-shirt,Debit Card,,,,,,48.65,21.14,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25716,58,0,4,Clothing,Saree,UPI,,,,,,0.0,14.5,Low Value,Break Even,231829,1000,18447,High Value,Loss,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25652,21,-13,3,Clothing,Leggings,UPI,,,,,,-61.9,7.0,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-26093,148,25,3,Clothing,Saree,Debit Card,,,,,,16.89,49.33,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25725,144,-7,4,Electronics,Electronic Games,COD,,,,,,-4.86,36.0,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25661,145,-104,5,Furniture,Chairs,UPI,,,,,,-71.72,29.0,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25693,72,-49,1,Electronics,Phones,COD,,,,,,-68.06,72.0,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25910,125,15,5,Clothing,Shirt,EMI,,,,,,12.0,25.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25943,149,15,3,Clothing,Saree,Debit Card,,,,,,10.07,49.67,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-26100,72,16,2,Clothing,Shirt,COD,,,,,,22.22,36.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25830,71,0,8,Clothing,Skirt,COD,,,,,,0.0,8.88,Low Value,Break Even,231829,1000,18447,High Value,Loss,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25932,71,-14,4,Furniture,Furnishings,COD,,,,,,-19.72,17.75,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25929,154,-85,3,Furniture,Chairs,EMI,,,,,,-55.19,51.33,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25708,191,13,8,Furniture,Furnishings,COD,,,,,,6.81,23.88,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25921,170,19,5,Clothing,T-shirt,UPI,,,,,,11.18,34.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25755,47,-3,2,Clothing,Stole,UPI,,,,,,-6.38,23.5,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25640,122,-47,4,Clothing,Saree,EMI,,,,,,-38.52,30.5,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25838,70,26,5,Clothing,Hankerchief,COD,,,,,,37.14,14.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-26025,155,5,3,Clothing,Stole,EMI,,,,,,3.23,51.67,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25789,67,-86,9,Furniture,Furnishings,COD,,,,,,-128.36,7.44,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25697,67,-42,3,Clothing,Stole,COD,,,,,,-62.69,22.33,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25797,148,-101,2,Furniture,Bookcases,UPI,,,,,,-68.24,74.0,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-26064,122,38,6,Clothing,T-shirt,Credit Card,,,,,,31.15,20.33,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25732,16,-5,2,Clothing,Stole,UPI,,,,,,-31.25,8.0,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25654,121,-17,3,Furniture,Furnishings,Credit Card,,,,,,-14.05,40.33,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25750,42,-15,12,Clothing,Skirt,UPI,,,,,,-35.71,3.5,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25751,65,-4,6,Clothing,Hankerchief,COD,,,,,,-6.15,10.83,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25889,119,-43,7,Clothing,Kurti,Credit Card,,,,,,-36.13,17.0,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25683,155,56,3,Furniture,Furnishings,EMI,,,,,,36.13,51.67,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25602,119,-5,8,Clothing,Saree,Credit Card,,,,,,-4.2,14.88,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25871,118,25,4,Clothing,Hankerchief,Credit Card,,,,,,21.19,29.5,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25953,116,22,1,Electronics,Accessories,Credit Card,,,,,,18.97,116.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25950,158,-29,10,Clothing,Hankerchief,EMI,,,,,,-18.35,15.8,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-26091,158,69,3,Clothing,Stole,EMI,,,,,,43.67,52.67,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25753,65,-52,3,Electronics,Accessories,COD,,,,,,-80.0,21.67,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25611,160,-59,2,Clothing,Saree,EMI,,,,,,-36.88,80.0,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25935,162,20,3,Furniture,Chairs,EMI,,,,,,12.35,54.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25886,63,1,4,Clothing,T-shirt,COD,,,,,,1.59,15.75,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25833,64,27,5,Clothing,Hankerchief,UPI,,,,,,42.19,12.8,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25665,166,-113,4,Electronics,Accessories,EMI,,,,,,-68.07,41.5,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25694,167,43,7,Clothing,T-shirt,EMI,,,,,,25.75,23.86,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25668,123,17,3,Furniture,Furnishings,COD,,,,,,13.82,41.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25945,63,14,2,Clothing,Shirt,COD,,,,,,22.22,31.5,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25954,891,0,5,Clothing,Saree,COD,,,,,,0.0,178.2,Low Value,Break Even,231829,1000,18447,High Value,Loss,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25818,75,28,9,Clothing,Hankerchief,UPI,,,,,,37.33,8.33,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25861,62,6,5,Clothing,Hankerchief,COD,,,,,,9.68,12.4,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25721,29,-18,7,Clothing,Skirt,UPI,,,,,,-62.07,4.14,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-26024,168,18,6,Clothing,Stole,Debit Card,,,,,,10.71,28.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-26056,70,24,3,Clothing,Stole,UPI,,,,,,34.29,23.33,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-26050,169,55,4,Clothing,Saree,Debit Card,,,,,,32.54,42.25,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25708,32,-8,2,Clothing,Stole,COD,,,,,,-25.0,16.0,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25651,44,-8,3,Clothing,Stole,UPI,,,,,,-18.18,14.67,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25616,116,-56,5,Clothing,Stole,Credit Card,,,,,,-48.28,23.2,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25827,156,21,3,Furniture,Chairs,COD,,,,,,13.46,52.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25996,62,6,6,Clothing,Skirt,COD,,,,,,9.68,10.33,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25830,54,1,2,Clothing,Saree,UPI,,,,,,1.85,27.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25951,111,11,9,Clothing,Hankerchief,Credit Card,,,,,,9.91,12.33,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25713,158,-63,4,Furniture,Chairs,UPI,,,,,,-39.87,39.5,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25678,7,-3,2,Clothing,Skirt,UPI,,,,,,-42.86,3.5,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25901,61,28,2,Clothing,Hankerchief,UPI,,,,,,45.9,30.5,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25798,61,-50,4,Clothing,Hankerchief,COD,,,,,,-81.97,15.25,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25902,154,26,4,Electronics,Accessories,COD,,,,,,16.88,38.5,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25851,62,1,3,Clothing,Saree,COD,,,,,,1.61,20.67,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25944,169,38,3,Clothing,Saree,Debit Card,,,,,,22.49,56.33,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25939,61,18,2,Electronics,Accessories,COD,,,,,,29.51,30.5,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25656,61,-23,2,Clothing,Saree,COD,,,,,,-37.7,30.5,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25695,171,14,9,Clothing,Shirt,Debit Card,,,,,,8.19,19.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25781,60,-49,8,Clothing,Hankerchief,COD,,,,,,-81.67,7.5,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25783,25,-11,1,Clothing,Stole,UPI,,,,,,-44.0,25.0,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25867,163,26,4,Clothing,Shirt,COD,,,,,,15.95,40.75,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25993,173,86,1,Electronics,Printers,Debit Card,,,,,,49.71,173.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25755,257,-3,2,Furniture,Bookcases,UPI,,,,,,-1.17,128.5,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25880,108,37,2,Clothing,Stole,Credit Card,,,,,,34.26,54.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25941,177,41,4,Clothing,Shirt,Debit Card,,,,,,23.16,44.25,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25757,106,15,7,Clothing,Hankerchief,Credit Card,,,,,,14.15,15.14,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25754,41,-14,5,Clothing,Leggings,UPI,,,,,,-34.15,8.2,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25653,168,-10,3,Electronics,Accessories,UPI,,,,,,-5.95,56.0,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25821,60,21,4,Clothing,Stole,COD,,,,,,35.0,15.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25706,31,-11,4,Clothing,Stole,COD,,,,,,-35.48,7.75,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-26064,179,0,2,Clothing,Saree,Debit Card,,,,,,0.0,89.5,Low Value,Break Even,231829,1000,18447,High Value,Loss,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25803,106,12,3,Clothing,Trousers,Credit Card,,,,,,11.32,35.33,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-26076,60,13,2,Clothing,T-shirt,COD,,,,,,21.67,30.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25603,180,5,3,Clothing,Trousers,Debit Card,,,,,,2.78,60.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25903,60,-10,2,Furniture,Furnishings,COD,,,,,,-16.67,30.0,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25938,59,25,3,Clothing,Stole,COD,,,,,,42.37,19.67,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25868,170,73,2,Electronics,Accessories,UPI,,,,,,42.94,85.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25956,59,10,2,Clothing,Hankerchief,COD,,,,,,16.95,29.5,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25652,24,-21,7,Clothing,Skirt,COD,,,,,,-87.5,3.43,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25883,105,-26,8,Clothing,Leggings,Credit Card,,,,,,-24.76,13.12,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-26096,103,46,2,Clothing,Saree,Credit Card,,,,,,44.66,51.5,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25969,171,17,6,Clothing,T-shirt,UPI,,,,,,9.94,28.5,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25951,102,13,2,Clothing,Stole,Credit Card,,,,,,12.75,51.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25855,98,12,2,Clothing,Hankerchief,Credit Card,,,,,,12.24,49.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-26091,59,10,4,Clothing,Leggings,COD,,,,,,16.95,14.75,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25954,189,60,4,Furniture,Furnishings,Debit Card,,,,,,31.75,47.25,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25763,58,-52,3,Furniture,Chairs,COD,,,,,,-89.66,19.33,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25945,60,3,3,Clothing,Saree,UPI,,,,,,5.0,20.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25740,58,-8,2,Clothing,Saree,COD,,,,,,-13.79,29.0,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25818,94,20,2,Furniture,Furnishings,UPI,,,,,,21.28,47.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25603,193,-166,3,Clothing,Saree,EMI,,,,,,-86.01,64.33,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25964,199,0,4,Clothing,Stole,EMI,,,,,,0.0,49.75,Low Value,Break Even,231829,1000,18447,High Value,Loss,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25930,202,89,9,Clothing,T-shirt,EMI,,,,,,44.06,22.44,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25930,58,17,2,Clothing,Hankerchief,COD,,,,,,29.31,29.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25879,57,-28,2,Clothing,Kurti,COD,,,,,,-49.12,28.5,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25903,204,-94,4,Clothing,Hankerchief,EMI,,,,,,-46.08,51.0,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25614,98,-12,2,Electronics,Electronic Games,Credit Card,,,,,,-12.24,49.0,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25750,22,-12,3,Clothing,Stole,COD,,,,,,-54.55,7.33,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25852,97,17,2,Clothing,Stole,Credit Card,,,,,,17.53,48.5,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-26008,57,24,5,Clothing,Leggings,COD,,,,,,42.11,11.4,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-26092,97,14,2,Clothing,T-shirt,Credit Card,,,,,,14.43,48.5,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25689,97,17,2,Clothing,Stole,Credit Card,,,,,,17.53,48.5,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25730,96,22,5,Clothing,Stole,Credit Card,,,,,,22.92,19.2,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25885,94,27,2,Clothing,Shirt,Credit Card,,,,,,28.72,47.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25999,26,-17,1,Clothing,Stole,COD,,,,,,-65.38,26.0,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-26011,93,44,2,Clothing,Stole,Credit Card,,,,,,47.31,46.5,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25754,93,-65,4,Clothing,Stole,Credit Card,,,,,,-69.89,23.25,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-26030,92,5,6,Clothing,Hankerchief,Credit Card,,,,,,5.43,15.33,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25851,57,27,2,Clothing,T-shirt,COD,,,,,,47.37,28.5,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25870,57,7,3,Furniture,Furnishings,COD,,,,,,12.28,19.0,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-26074,57,21,4,Clothing,Leggings,COD,,,,,,36.84,14.25,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25861,128,4,3,Clothing,Saree,COD,,,,,,3.12,42.67,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25797,89,-4,5,Clothing,Saree,Credit Card,,,,,,-4.49,17.8,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
Unknown,,Unknown,Unknown,Unknown,B-25993,221,26,7,Furniture,Furnishings,COD,,,,,,11.76,31.57,Low Value,Profit,231829,1000,18447,High Value,Medium Profit,231.83,231830.0,Low,Average
Unknown,,Unknown,Unknown,Unknown,B-25799,205,-119,3,Clothing,Saree,Debit Card,,,,,,-58.05,68.33,Low Value,Loss,231829,1000,18447,High Value,Loss,231.83,231830.0,High,Average
